,CRN,Subject,Course,Section,Campus,Credit,title,Days,time,Section capacity,Section Actual,Section Remaining,Waitlist Capacity,Waitlist Actual,Waitlist Remaining,Crosslist Capacity,Crosslist Actual,Crosslist Remaining,Instructor,Data(MM/DD),Location ,Attribute,detail
4190,22861.0,MUS,2036,10,1,2,Saxophone,nan,TBA,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0,"Robert P. Baker (P), Peter Willard Fraize",08/27-12/10,TBA,nan,Prerequisite: Open by examination.
4191,22862.0,MUS,2038,10,1,2,Bassoon,nan,TBA,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0,Robert P. Baker (P),08/27-12/10,TBA,nan,Prerequisite: Open by examination.
4192,22863.0,MUS,2040,10,1,2,French Horn,nan,TBA,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0,"Robert P. Baker (P), Scott M. Fearing",08/27-12/10,TBA,nan,Prerequisite: Open by examination.
4193,22864.0,MUS,2042,10,1,2,Trumpet,nan,TBA,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0,"Robert P. Baker (P), Robert M. Birch",08/27-12/10,TBA,nan,Prerequisite: Open by examination.
4194,22865.0,MUS,2044,10,1,2,Trombone,nan,TBA,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0,"Robert P. Baker (P), David Mark Perkel",08/27-12/10,TBA,nan,Prerequisite: Open by examination.
4195,22866.0,MUS,2046,10,1,2,Tuba,nan,TBA,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0,"Robert P. Baker (P), Gilbert Caridad Corella",08/27-12/10,TBA,nan,Prerequisite: Open by examination.
4196,22867.0,MUS,2048,10,1,2,Harp,nan,TBA,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0,"Robert P. Baker (P), Michaela Trnkova",08/27-12/10,TBA,nan,Prerequisite: Open by examination.
4197,25386.0,MUS,2048,11,1,2,Harp,nan,TBA,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,"Robert P. Baker (P), Barbara R. Seidman",08/27-12/10,TBA,nan,Prerequisite: Open by examination.
4198,22868.0,MUS,2050,10,1,2,Percussion,nan,TBA,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0,"Robert P. Baker (P), Joseph Crockett Connell",08/27-12/10,TBA,nan,Prerequisite: Open by examination.
4199,26118.0,MUS,2106,10,1,3,Mus Histry III:20 Cent Art Trd,MW,02:20 pm-03:35 pm,20.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0,Loren Yukio Kajikawa (P),08/27-12/10,PHIL B120,GWSB-Humanities Elective and ESIA-Humanities Courses,Western musical traditions and styles since Romanticism and approaches to music as art in contemporary society. Prerequisite: MUS 1101.
42,22091.0,ACCY,6301,11,1,3,Contemporary Auditing Theory,M,03:30pm-06:00pm,30.0,29.0,1.0,999.0,0.0,999.0,0.0,0.0,0,Angela K Gore(P),08/27-12/10,DUQUES 259,nan,"A comprehensive survey of contemporary auditing as practiced by external auditors (primarily certified public accountants) and internal auditors (those employed within government and corporate entities). Generally accepted auditing standards; government auditing standards. Planning, directing, and reporting on various audits. Corequisite: ACCY 6104. Prerequisites: ACCY 6101 or MBAD 6211."
420,21345.0,BADM,2301,13,1,3,Management Info Systems Tech,T,01:00 pm-03:30 pm,40.0,40.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Richard G Donnelly (P),08/27-12/10,DUQUES 351,CCAS - Professional,"An introduction to data and information processing concepts and systems viewed from a contemporary management perspective. Emphasis on uses and applications as well as emerging managerial issues with the potential to reshape the form and function of information systems. Lab required. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement. Prerequisites: Basic knowledge of Microsoft Word, Excel, and PowerPoint."
4200,22870.0,MUS,2123,10,1,3,Black American Music,TR,12:45 pm-02:00 pm,40.0,34.0,6.0,0.0,0.0,0.0,0.0,0.0,0,Christopher Lornell (P),08/27-12/10,PHIL B120,ESIA-Humanities Courses,"Musical genres and styles developed by African Americans since Reconstruction in their historical and cultural contexts. Emphasis on black musical contributions to the cultural life of Washington, DC."
4201,20990.0,MUS,2661,10,1,3,Electronic and Computer Music,TR,12:45 pm-02:00 pm,8.0,12.0,-4.0,999.0,0.0,999.0,0.0,0.0,0,Philip Anzuena Carluzzo (P),08/27-12/10,PHIL B111,ESIA-Humanities Courses and SPHHS-Creative/Performing Arts,"Fundamental electronic and computer music concepts. Analog and digital sound synthesis techniques and theory, MIDI, studio recording techniques, signal processing, properties of sound, acoustics and psycho-acoustics, history and aesthetics. Laboratory fee."
4202,24937.0,MUS,3127,10,1,3,Music History II: Tonal Era,MW,11:10 am-12:25 pm,30.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0,Thomas Mark Rohde (P),08/27-12/10,PHIL B120,GWSB-Humanities Elective and ESIA-Humanities Courses,"Styles, structures, social foundations and aesthetic change in European music of the late seventeenth through the late nineteenth centuries. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement. Prerequisite: MUS 1102."
4203,21561.0,MUS,4085,10,1,2.000-4.000,Senior Capstone Project,nan,TBA,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0,Robert P. Baker (P),08/27-12/10,TBA,nan,"Research, composition, or performance project. Students must consult with a faculty mentor and present a written proposal prior to enrollment and meet regularly with their mentor throughout the semester. Restricted to senior music majors. Recommended background: prior completion of MUS 4198."
4204,27960.0,MUS,4198,10,1,3,Senior Seminar,TR,02:20 pm-03:35 pm,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,Eugene Montague (P),08/27-12/10,PHIL B144C,nan,"Methodologies of musical research, including studies in performance, composition, history, bibliography, and cultural theory. Recommended for students completing senior capstone projects. Restricted to music majors."
4205,20315.0,MUS,4199,10,IR1,1.000-4.000,Independent Research,nan,TBA,5.0,9.0,-4.0,0.0,0.0,0.0,0.0,0.0,0,Robert P. Baker (P),08/27-12/10,TBA,nan,Under the guidance of an assigned instructor. May be repeated for credit. Majors in their senior year take MUS 4198 as a corequisite. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement.
4206,22085.0,MUS,4199,11,IR1,1.000-4.000,Independent Research,nan,TBA,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,Robert P. Baker (P),08/27-12/10,TBA,nan,Under the guidance of an assigned instructor. May be repeated for credit. Majors in their senior year take MUS 4198 as a corequisite. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement.
4207,28399.0,NRSC,8282,10,1,3,Neural Development & Disorders,MWR,02:45 pm-03:45 pm,15.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0,Anthony-Samuel LaMantia (P),08/27-12/10,ROSS 323,nan,nan
4208,28400.0,NRSC,8283,10,1,2,Current Topics in Neuroscience,R,04:00 pm-05:00 pm,15.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0,"Anthony-Samuel LaMantia (P), Leo M Chalupa",08/27-12/10,SEE DEPT,nan,nan
4209,28406.0,NRSC,8998,10,1,1.000-12.000,Advanced Reading and Research,nan,TBA,15.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0,Anthony-Samuel LaMantia (P),08/27-12/10,TBA,nan,nan
421,22239.0,BADM,2301,14,1,3,Management Info Systems Tech,R,10:00 am-12:30 pm,40.0,40.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Yixin Lu (P),08/27-12/10,DUQUES 351,CCAS - Professional,"An introduction to data and information processing concepts and systems viewed from a contemporary management perspective. Emphasis on uses and applications as well as emerging managerial issues with the potential to reshape the form and function of information systems. Lab required. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement. Prerequisites: Basic knowledge of Microsoft Word, Excel, and PowerPoint."
4210,28407.0,NRSC,8999,10,IN1,1.000-12.000,Dissertation research,nan,TBA,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0,Anthony-Samuel LaMantia (P),08/27-12/10,TBA,nan,nan
4211,20325.0,NSC,1051,10,1,3,Introduction to Naval Science,MW,08:00 am-09:15 am,58.0,49.0,9.0,0.0,0.0,0.0,0.0,0.0,0,Raymond Thomas Lazott (P),08/27-12/10,1957 E 212,Inactive Attribute Code,"Introduction to the naval profession and to concepts of sea power. The mission, organization, and warfare components of the U.S. Navy and Marine Corps. Overview of officer and enlisted ranks and rates, training and education, and career patterns. Naval courtesy and customs, military justice, leadership, and nomenclature. Professional competencies required to become a naval officer."
4212,20326.0,NSC,1051,30,1,0,Discussion,F,07:00 am-09:15 am,58.0,49.0,9.0,0.0,0.0,0.0,0.0,0.0,0,Raymond Thomas Lazott (P),08/27-12/10,1957 E 212,Inactive Attribute Code,"Introduction to the naval profession and to concepts of sea power. The mission, organization, and warfare components of the U.S. Navy and Marine Corps. Overview of officer and enlisted ranks and rates, training and education, and career patterns. Naval courtesy and customs, military justice, leadership, and nomenclature. Professional competencies required to become a naval officer."
4213,20766.0,NSC,1052,10,1,3,Naval Ships Systems 1(Engrng),MW,09:35 am-10:50 am,25.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0,Mary Coyne (P),08/27-12/10,1957 E 212,CCAS - Professional,"A detailed study of ship characteristics and types, including ship design and control, propulsion, hydrodynamic forces, stability, compartmentation, and electrical and auxiliary systems. Included are basic concepts of the theory and design of steam, gas turbine, and nuclear propulsion."
4214,20767.0,NSC,1052,30,1,0,Discussion,F,07:00 am-09:15 am,25.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0,Mary Coyne (P),08/27-12/10,1957 E 111,CCAS - Professional,"A detailed study of ship characteristics and types, including ship design and control, propulsion, hydrodynamic forces, stability, compartmentation, and electrical and auxiliary systems. Included are basic concepts of the theory and design of steam, gas turbine, and nuclear propulsion."
4215,21828.0,NSC,2151,10,1,3,Naval Operations & Seamanship,TR,08:00 am-09:15 am,25.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0,Brandon Mcgee (P),08/27-12/10,1957 E 212,nan,"Relative motion vector analysis theory, formation tactics, and ship employment; practical skills in relative motion problems. Controllable and noncontrollable forces in shiphandling, ship behavior, and maneuvering characteristics; various methods of visual communication, including flaghoist, flashing light, and semaphore."
4216,22171.0,NSC,2151,30,1,0,Discussion,F,07:00 am-09:15 am,25.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0,Brandon Mcgee (P),08/27-12/10,1957 E B16,nan,"Relative motion vector analysis theory, formation tactics, and ship employment; practical skills in relative motion problems. Controllable and noncontrollable forces in shiphandling, ship behavior, and maneuvering characteristics; various methods of visual communication, including flaghoist, flashing light, and semaphore."
4217,20847.0,NSC,2175,10,1,3,Leadership and Management I,TR,08:00 am-09:15 am,50.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0,Mark J Knollmueller (P),08/27-12/10,1957 E 211,CCAS - Professional and Inactive Attribute Code,"Organizational behavior, management, and leadership principles in the context of naval organization. The management functions of planning, organizing, leading, and controlling; individual and group behavior in organizations; motivation and leadership. Decision making, communication, responsibility, authority, and accountability."
4218,20848.0,NSC,2175,30,1,0,Discussion,F,07:00 am-09:15 am,50.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0,Mark J Knollmueller (P),08/27-12/10,1957 E 211,CCAS - Professional and Inactive Attribute Code,"Organizational behavior, management, and leadership principles in the context of naval organization. The management functions of planning, organizing, leading, and controlling; individual and group behavior in organizations; motivation and leadership. Decision making, communication, responsibility, authority, and accountability."
4219,26891.0,NSC,2180,30,1,0,Discussion,F,07:00 am-09:15 am,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0,Sarah R Culbertson (P),08/27-12/10,1957 E 214,ESIA-Sec Pol Conc and ESIA-Confl/Sec Conc (Pre 2010),"A historical survey of the development of amphibious doctrine and the conduct of amphibious operations. The evolution of amphibious warfare in the twentieth century, especially during World War II. Present-day potential and limitations on amphibious operations, including the concept of rapid deployment force."
422,24476.0,BADM,2301,15,1,3,Management Info Systems Tech,F,10:00 am-12:30 pm,40.0,39.0,1.0,999.0,0.0,999.0,0.0,0.0,0,Piotr Pawel Zielinski (P),08/27-12/10,DUQUES 351,CCAS - Professional,"An introduction to data and information processing concepts and systems viewed from a contemporary management perspective. Emphasis on uses and applications as well as emerging managerial issues with the potential to reshape the form and function of information systems. Lab required. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement. Prerequisites: Basic knowledge of Microsoft Word, Excel, and PowerPoint."
4220,26445.0,NSC,2199,10,1,0,Naval Science Leadership Semnr,F,07:00 am-09:15 am,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,Gary Patenaude (P),08/27-12/10,1957 E B12,nan,Professional development for Naval Reserve Officers Training Corps (NROTC) midshipmen in areas not covered in formal Naval Science courses. NROTC students are required to register in each semester of their enrollment at GW.
4221,25129.0,NURS,3101,DE,OE,3,Ethical Foundations of Nursing,nan,TBA,35.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0,"Katherine S. DuBois (P), Janice Le Platte",08/27-12/10,ON LINE,nan,Ethical theory and principles as they relate to a variety of common ethical and moral dilemmas that challenge nursing professionals in their clinical practice.
4222,25130.0,NURS,3102,DE,OE,3,Nutrition-Health Professionals,nan,TBA,35.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0,"Meghan Ames (P), Cameron Wells",08/27-12/10,ON LINE,nan,"Human nutrition fundamentals and the scientific foundation; nutritional requirements related to changing individual and family needs, food choices, health behaviors, food safety, prevention of chronic disease and nutrition-related public health in the United States and other countries."
4223,25390.0,NURS,3103,DE,OE,4,Human Anatomy and Physiology I,nan,TBA,35.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0,Laurie M. Montgomery (P),08/27-12/10,ON LINE,nan,"Fundamental structures and functions as they relate to the human body: homeostasis, anatomical language and body organization, tissues and histology, integumentary; skeletal; muscular; nervous, and endocrine systems. Students should have a basic background in introductory cell/molecular biology before enrolling."
4224,25391.0,NURS,3104,DE,OE,4,Human Anatomy & Physiology II,nan,TBA,35.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0,Jennifer Hayes-Klosteridis (P),08/27-12/10,ON LINE,nan,"Fundamental structures and functions as they relate to the human body: homeostasis, anatomical language and body organization, tissues and histology, cardiovascular, lymphatic, respiratory, digestive, urinary, and reproductive systems. Students should have a basic background in introductory cell/molecular biology before enrolling. Prerequisite: NURS 3103."
4225,28421.0,NURS,3105,DE,7,4,Micro for Health Professionals,nan,TBA,35.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0,Jennifer Hayes-Klosteridis (P),08/27-12/10,ON LINE,nan,"The structural and functional characteristics of microbes; prokaryotic, eukaryotic, and viruses, in the context of human health."
4226,25303.0,NURS,3110W,VA,2,2,Transition: Nursing Profession,M,10:00 am-12:00 pm,42.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0,Adriana Drake Glenn (P),08/27-12/10,INNOVT 101,nan,"Values and characteristics of the nursing profession in the context of history and current legal, regulatory, and ethical contexts. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement."
4227,26301.0,NURS,3110W,VA1,2,2,Transition: Nursing Profession,M,10:00 am-12:00 pm,42.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0,"Anne-Marie O'Brien (P), Adriana Drake Glenn",08/27-12/10,INNOVT 102,nan,"Values and characteristics of the nursing profession in the context of history and current legal, regulatory, and ethical contexts. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement."
4228,25378.0,NURS,3110W,VA2,2,2,Transition: Nursing Profession,M,03:00 pm-05:00 pm,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Michelle Mar Rumble (P), Adriana Drake Glenn",08/27-12/10,INNOVT 101,nan,"Values and characteristics of the nursing profession in the context of history and current legal, regulatory, and ethical contexts. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement."
4229,25083.0,NURS,3111,V10,2,3,Health Assessment,T,03:30 pm-05:30 pm,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0,"Whitney Hodges Shanley (P), Sulochani Rao Bhati , Priya Diana Shamsundar",08/27-12/10,DISC N110,nan,"Knowledge and skills necessary for conducting comprehensive and need-specific health assessments for individuals in both family and community contexts and determining areas in which health promotion activities should be implemented or reinforced. Corequisites: NURS 3112, NURS 3113, NURS 3118 and NURS 3119. Restricted to students enrolled in the bachelor of science in nursing program."
423,28364.0,BADM,2301,16,1,3,Management Info Systems Tech,R,01:00 pm-03:30 pm,40.0,36.0,4.0,999.0,0.0,999.0,0.0,0.0,0,Dobin Yim (P),08/27-12/10,DUQUES 351,CCAS - Professional,"An introduction to data and information processing concepts and systems viewed from a contemporary management perspective. Emphasis on uses and applications as well as emerging managerial issues with the potential to reshape the form and function of information systems. Lab required. Includes a significant engagement in writing as a form of critical inquiry and scholarly expression to satisfy the WID requirement. Prerequisites: Basic knowledge of Microsoft Word, Excel, and PowerPoint."
4230,26602.0,NURS,3111,V11,2,3,Health Assessment,T,03:30 pm-05:30 pm,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0,"Whitney Hodges Shanley (P), Sulochani Rao Bhati , Zohra Wassil Wardak",08/27-12/10,DISC N110,nan,"Knowledge and skills necessary for conducting comprehensive and need-specific health assessments for individuals in both family and community contexts and determining areas in which health promotion activities should be implemented or reinforced. Corequisites: NURS 3112, NURS 3113, NURS 3118 and NURS 3119. Restricted to students enrolled in the bachelor of science in nursing program."
4231,22403.0,NURS,3111,VA,2,3,Health Assessment,T,10:00 am-12:00 pm,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Whitney Hodges Shanley (P), Sulochani Rao Bhati , Rebecca D Mance",08/27-12/10,DISC N110,nan,"Knowledge and skills necessary for conducting comprehensive and need-specific health assessments for individuals in both family and community contexts and determining areas in which health promotion activities should be implemented or reinforced. Corequisites: NURS 3112, NURS 3113, NURS 3118 and NURS 3119. Restricted to students enrolled in the bachelor of science in nursing program."
4232,22407.0,NURS,3111,VA1,2,3,Health Assessment,T,10:00 am-12:00 pm,10.0,12.0,-2.0,0.0,0.0,0.0,0.0,0.0,0,"Whitney Hodges Shanley (P), Sulochani Rao Bhati , Kristen E. Stevens",08/27-12/10,DISC N110,nan,"Knowledge and skills necessary for conducting comprehensive and need-specific health assessments for individuals in both family and community contexts and determining areas in which health promotion activities should be implemented or reinforced. Corequisites: NURS 3112, NURS 3113, NURS 3118 and NURS 3119. Restricted to students enrolled in the bachelor of science in nursing program."
4233,22619.0,NURS,3111,VA2,2,3,Health Assessment,T,10:00 am-12:00 pm,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Whitney Hodges Shanley (P), Sulochani Rao Bhati , Dominique Yvonne Priscilla Pearson",08/27-12/10,DISC N110,nan,"Knowledge and skills necessary for conducting comprehensive and need-specific health assessments for individuals in both family and community contexts and determining areas in which health promotion activities should be implemented or reinforced. Corequisites: NURS 3112, NURS 3113, NURS 3118 and NURS 3119. Restricted to students enrolled in the bachelor of science in nursing program."
4234,23528.0,NURS,3111,VA3,2,3,Health Assessment,T,10:00 am-12:00 pm,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Whitney Hodges Shanley (P), Sulochani Rao Bhati , Alexandra Harned",08/27-12/10,DISC N110,nan,"Knowledge and skills necessary for conducting comprehensive and need-specific health assessments for individuals in both family and community contexts and determining areas in which health promotion activities should be implemented or reinforced. Corequisites: NURS 3112, NURS 3113, NURS 3118 and NURS 3119. Restricted to students enrolled in the bachelor of science in nursing program."
4235,23864.0,NURS,3111,VA4,2,3,Health Assessment,T,10:00 am-12:00 pm,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Whitney Hodges Shanley (P), Sulochani Rao Bhati",08/27-12/10,DISC N110,nan,"Knowledge and skills necessary for conducting comprehensive and need-specific health assessments for individuals in both family and community contexts and determining areas in which health promotion activities should be implemented or reinforced. Corequisites: NURS 3112, NURS 3113, NURS 3118 and NURS 3119. Restricted to students enrolled in the bachelor of science in nursing program."
4236,23866.0,NURS,3111,VA5,2,3,Health Assessment,T,10:00 am-12:00 pm,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Whitney Hodges Shanley (P), Sulochani Rao Bhati , Elizabeth Choma",08/27-12/10,DISC N110,nan,"Knowledge and skills necessary for conducting comprehensive and need-specific health assessments for individuals in both family and community contexts and determining areas in which health promotion activities should be implemented or reinforced. Corequisites: NURS 3112, NURS 3113, NURS 3118 and NURS 3119. Restricted to students enrolled in the bachelor of science in nursing program."
4237,23867.0,NURS,3111,VA6,2,3,Health Assessment,T,03:30 pm-05:30 pm,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Whitney Hodges Shanley (P), Sulochani Rao Bhati , Dominique Yvonne Priscilla Pearson",08/27-12/10,DISC N110,nan,"Knowledge and skills necessary for conducting comprehensive and need-specific health assessments for individuals in both family and community contexts and determining areas in which health promotion activities should be implemented or reinforced. Corequisites: NURS 3112, NURS 3113, NURS 3118 and NURS 3119. Restricted to students enrolled in the bachelor of science in nursing program."
4238,23868.0,NURS,3111,VA7,2,3,Health Assessment,T,03:30 pm-05:30 pm,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Whitney Hodges Shanley (P), Sulochani Rao Bhati , Alexandra Harned",08/27-12/10,DISC N110,nan,"Knowledge and skills necessary for conducting comprehensive and need-specific health assessments for individuals in both family and community contexts and determining areas in which health promotion activities should be implemented or reinforced. Corequisites: NURS 3112, NURS 3113, NURS 3118 and NURS 3119. Restricted to students enrolled in the bachelor of science in nursing program."
4239,24500.0,NURS,3111,VA8,2,3,Health Assessment,T,03:30 pm-05:30 pm,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Whitney Hodges Shanley (P), Sulochani Rao Bhati , Zohra Wassil Wardak",08/27-12/10,DISC N110,nan,"Knowledge and skills necessary for conducting comprehensive and need-specific health assessments for individuals in both family and community contexts and determining areas in which health promotion activities should be implemented or reinforced. Corequisites: NURS 3112, NURS 3113, NURS 3118 and NURS 3119. Restricted to students enrolled in the bachelor of science in nursing program."
424,22455.0,BADM,3001,10,1,1,Career Management Strategy,M,10:00 am-10:50 am,30.0,27.0,3.0,999.0,0.0,999.0,0.0,0.0,0,"James Callan (P), Irina Orlova",08/27-12/10,DUQUES 453, ,"Restricted to School of Business students in their junior year. The career development process, including job search strategies and formulation of a career management plan, with practice in producing a resume and interviewing for a position."
4240,24501.0,NURS,3111,VA9,2,3,Health Assessment,T,03:30 pm-05:30 pm,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Whitney Hodges Shanley (P), Sulochani Rao Bhati , Elizabeth Choma",08/27-12/10,DISC N110,nan,"Knowledge and skills necessary for conducting comprehensive and need-specific health assessments for individuals in both family and community contexts and determining areas in which health promotion activities should be implemented or reinforced. Corequisites: NURS 3112, NURS 3113, NURS 3118 and NURS 3119. Restricted to students enrolled in the bachelor of science in nursing program."
4241,23242.0,NURS,3112,VA,2,3,NursPrac/ClinReason I,T,08:00 am-09:30 am,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Catherine E. Reisenberg (P), Catherine Wilson Cox",08/27-12/10,EXPLOR 101,nan,"Values, knowledge, and competencies at the foundation of safe, evidence-based, and professional holistic nursing care of adults with common medical and surgical needs. Corequisites: NURS 3110W, NURS 3111, NURS 3113, NURS 3118 and NURS 3119 Restricted to students in the bachelor of science in nursing program."
4242,23533.0,NURS,3112,VA1,2,3,NursPrac/ClinReason I,T,01:00 pm-02:30 pm,64.0,58.0,6.0,0.0,0.0,0.0,0.0,0.0,0,"Catherine Wilson Cox (P), Catherine E. Reisenberg",08/27-12/10,EXPLOR 101,nan,"Values, knowledge, and competencies at the foundation of safe, evidence-based, and professional holistic nursing care of adults with common medical and surgical needs. Corequisites: NURS 3110W, NURS 3111, NURS 3113, NURS 3118 and NURS 3119 Restricted to students in the bachelor of science in nursing program."
4243,23466.0,NURS,3114,VA,2,3,NursPrac/ClinReason II,T,01:00 pm-02:30 pm,60.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0,"Jacqueline Wavelet (P), Nadine Montisano Marchi",08/27-12/10,DISC N110,nan,"Builds on the basic concepts introduced in NURS 3112, incorporating complex, multi-system disease processes; assessing and managing clients/patients in a hospital environment; providing safe, evidence-based professional, and holistic nursing care related to the management of clients with advanced medical and surgical needs. Corequisite: NURS 3116. Restricted to students in the bachelor of science in nursing program. Prerequisites: NURS 3110W, NURS 3112 and NURS 3113."
4244,23467.0,NURS,3115,VA,2,4,Adult Medical-Surgical 2 Lab,T,08:00 am-12:00 pm,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,"Christine Denise Seaton (P), Sainfer Elizabeth Aliyu , Megan Terese Brown , Julia Aurora Clarke , Nadine Montisano Marchi",08/27-12/10,INNOVT 307,nan,"Safe, evidence-based, professional, and holistic nursing care related to the management of clients with advanced medical and surgical needs; knowledge, skills, and competencies for assessing and managing clients/patients in a hospital environment. Restricted to students enrolled in the bachelor of science in nursing program. Prerequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3113, NURS 3118 and NURS 3119."
4245,23468.0,NURS,3115,VA1,2,4,Adult Medical-Surgical 2 Lab,T,08:00 am-12:00 pm,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,"Christine Denise Seaton (P), Sainfer Elizabeth Aliyu , Shannon Patrice Burton , Karla Washington",08/27-12/10,INNOVT 307,nan,"Safe, evidence-based, professional, and holistic nursing care related to the management of clients with advanced medical and surgical needs; knowledge, skills, and competencies for assessing and managing clients/patients in a hospital environment. Restricted to students enrolled in the bachelor of science in nursing program. Prerequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3113, NURS 3118 and NURS 3119."
4246,23859.0,NURS,3115,VA2,2,4,Adult Medical-Surgical 2 Lab,T,08:00 am-12:00 pm,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0,"Christine Denise Seaton (P), Sainfer Elizabeth Aliyu , Alexis Michelle Fields , Madeline Pyne Graham , Amanda C. Nicklas",08/27-12/10,INNOVT 307,nan,"Safe, evidence-based, professional, and holistic nursing care related to the management of clients with advanced medical and surgical needs; knowledge, skills, and competencies for assessing and managing clients/patients in a hospital environment. Restricted to students enrolled in the bachelor of science in nursing program. Prerequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3113, NURS 3118 and NURS 3119."
4247,25070.0,NURS,3115,VA3,2,4,Adult Medical-Surgical 2 Lab,T,03:30 pm-07:30 pm,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0,"Christine Denise Seaton (P), Sainfer Elizabeth Aliyu , Linda D. Arundel , Sandra Sasse Greer",08/27-12/10,INNOVT 307,nan,"Safe, evidence-based, professional, and holistic nursing care related to the management of clients with advanced medical and surgical needs; knowledge, skills, and competencies for assessing and managing clients/patients in a hospital environment. Restricted to students enrolled in the bachelor of science in nursing program. Prerequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3113, NURS 3118 and NURS 3119."
4248,25071.0,NURS,3115,VA4,2,4,Adult Medical-Surgical 2 Lab,T,03:30 pm-07:30 pm,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"Christine Denise Seaton (P), Sainfer Elizabeth Aliyu , Susan O Koduah",08/27-12/10,INNOVT 307,nan,"Safe, evidence-based, professional, and holistic nursing care related to the management of clients with advanced medical and surgical needs; knowledge, skills, and competencies for assessing and managing clients/patients in a hospital environment. Restricted to students enrolled in the bachelor of science in nursing program. Prerequisites: NURS 3110W, NURS 3111, NURS 3112, NURS 3113, NURS 3118 and NURS 3119."
